primaryTitle,startYear,revenue
(500) Days of Summer,2009,60722734
The Piano,1993,116700000
Magic Mike,2012,167221571
Live and Let Die,1973,161777836
"Definitely, Maybe",2008,55447968
Jumping the Broom,2011,37710610
"Good Night, and Good Luck.",2005,54600000
Capote,2005,49084830
Desperado,1995,25405445
Logan's Run,1976,25000000
The Man with the Golden Gun,1974,97572000
Action Jackson,1988,20256975
Michael Jordan to the Max,2000,21268532
Devil's Due,2014,36433975
Flirting with Disaster,1996,14702438
Dope,2015,17986781
In Too Deep,1999,14011454
House of 1000 Corpses,2003,16829545
A Serious Man,2009,31430334
Beyond the Lights,2014,14618727
The Last Temptation of Christ,1988,8373585
Outside Providence,1999,7292175
Split Second,1992,5
The Other Side of Heaven,2001,4720371
Veer-Zaara,2004,29385320
Auto Focus,2002,2062066
We Need to Talk About Kevin,2011,6038942
Losin' It,1983,1246141
I Hope They Serve Beer in Hell,2009,1429299
Hesher,2010,382946
Dom Hemingway,2013,523511
Freeheld,2015,573335
The Extra Man,2010,453079
Hard to Be a God,2013,1310673
Ca$h,2010,46488
The Boondock Saints,1999,30471
The Snow Queen,2012,12400000
Pale Rider,1985,41410568
Stargate: The Ark of Truth,2008,8900000
Dazed and Confused,1993,7993039
High School Musical 2,2007,7000000
House at the End of the Street,2012,44287131
Incendies,2010,7103838
Annabelle,2014,255273813
Bran Nue Dae,2009,7
Boyz n the Hood,1991,57504069
La Bamba,1987,54215416
Dressed to Kill,1980,31899000
Go,1999,28451622
Friends with Money,2006,13368437
The Andromeda Strain,1971,12376563
Bats,1999,10
Shame,2011,17693675
Layer Cake,2004,11850214
The Work and the Glory II: American Zion,2005,2025032
The East,2013,2401510
A Home at the End of the World,2004,1548955
The Messenger,2009,1521261
Control,2007,8159508
The Terminator,1984,78371200
"Good bye, Lenin!",2003,79384880
The Return of the Living Dead,1985,14237000
Mallrats,1995,2122561
Grease,1978,181813770
Platoon,1986,138530565
Fahrenheit 9/11,2004,119114517
Butch Cassidy and the Sundance Kid,1969,102308889
Mary Poppins,1964,102272727
West Side Story,1961,43656822
Caddyshack,1980,39846344
The Wood,1999,25059640
The Usual Suspects,1995,23341568
A Nightmare on Elm Street 5: The Dream Child,1989,22168359
National Lampoon’s Van Wilder,2002,38275483
The Wrestler,2008,44703995
Duel in the Sun,1946,20400000
Escape from New York,1981,50244700
Daddy Day Camp,2007,18197398
Mr. Nice Guy,1997,18814720
A Mighty Wind,2003,18750246
Sliding Doors,1998,58000000
Tales from the Hood,1995,12000000
The Last King of Scotland,2006,48027970
Halloween 5: The Revenge of Michael Myers,1989,11642254
Bernie,2012,9206470
Dolphins and Whales: Tribes of the Ocean,2008,7518876
200 Cigarettes,1999,6852450
The Words,2012,13231461
City Island,2009,6670712
The Guard,2011,19560274
College,2008,6230276
The Virgin Suicides,1999,10409377
Wish I Was Here,2014,5483299
Simply Irresistible,1999,4398989
Only the Strong,1993,3283371
Shattered Glass,2003,2944752
Novocaine,2001,2025238
The Wild Bunch,1969,638641
The Wackness,2008,2899975
Beastmaster 2: Through the Portal of Time,1991,869325
The 5th Quarter,2011,399611
Snow Flower and the Secret Fan,2011,1332231
"Surfer, Dude",2008,69497
Lake of Fire,2006,25
Deadfall,2012,66351
Videodrome,1983,2120439
The Spanish Apartment,2002,3897799
Song One,2014,32251
Winter in Wartime,2008,530048
The Train,1964,6800000
The Protector,2005,27165581
Bend It Like Beckham,2002,76578641
Crossover,2006,7000000
Khiladi 786,2012,126
[REC]²,2009,18469680
Standing Ovation,2010,531826
The Sting,1973,159616327
Chariots of Fire,1981,58972904
High Plains Drifter,1973,15700000
Galaxina,1980,4865000
Mambo Italiano,2003,3031801
Wonderland,2003,2466444
Do the Right Thing,1989,37295445
Irreversible,2002,792
Rang De Basanti,2006,11502151
Headhunters,2011,15699707
Miss Julie,2014,5000000
Saw II,2005,152925093
10 Cloverfield Lane,2016,108286421
Jackass: The Movie,2002,64282312
Lights Out,2016,44107032
Paranormal Activity 3,2011,205703818
Ouija,2014,103590271
A Nightmare on Elm Street 3: Dream Warriors,1987,44793222
Instructions Not Included,2013,99067206
Paranormal Activity 4,2012,142817992
The Robe,1953,36000000
The Return of the Pink Panther,1975,41833347
Freddy's Dead: The Final Nightmare,1991,34872033
Monster,2003,60378584
"20,000 Leagues Under the Sea",1954,28200000
Paranormal Activity: The Marked Ones,2014,86362372
The Elephant Man,1980,26010864
Dallas Buyers Club,2013,55198285
The Lazarus Effect,2015,64110728
Memento,2000,39723096
Oculus,2013,44030246
Clerks II,2006,26888376
Billy Elliot,2000,110000000
The Way Way Back,2013,23198652
The Man from Snowy River,1982,20659423
Our Idiot Brother,2011,17273593
Race,2016,24804129
"As Above, So Below",2014,40100000
Still Alice,2014,43884652
The Egyptian,1954,15000000
Nighthawks,1981,19905359
Friday the 13th Part VIII: Jason Takes Manhattan,1989,14000000
My Big Fat Greek Wedding,2002,368744044
Spring Breakers,2013,31724284
Halloween: The Curse of Michael Myers,1995,15116634
Y Tu Mamá También,2001,33616692
Shaun of the Dead,2004,30039392
Lone Star,1996,13269963
Halloween 4: The Return of Michael Myers,1988,17768757
Lone Wolf McQuade,1983,12232628
Apollo 18,2011,25562924
Sunshine Cleaning,2008,16174377
No Escape,2015,54418872
The Beastmaster,1982,14056528
Solomon and Sheba,1959,12200000
Fifty Shades of Black,2016,21164799
A Farewell to Arms,1932,25
The Barbarian Invasions,2003,3432342
Force 10 from Navarone,1978,7230000
Grandma's Boy,2006,6538177
Once Upon a Time in the West,1968,5321508
Made,2001,5476060
Moon,2009,9760104
Sea Rex 3D: Journey to a Prehistoric World,2010,4074023
The Sweet Hereafter,1997,3263585
Of Gods and Men,2010,41424067
Bottle Shock,2008,4040588
Heavenly Creatures,1994,3049135
90 Minutes in Heaven,2015,4842699
Everything Must Go,2010,2614773
Zero Effect,1998,1980338
The Machinist,2004,8203235
Kill the Messenger,2014,2450846
Rabbit Hole,2010,5129058
Party Monster,2003,742898
Green Room,2016,3220371
Atlas Shrugged Part III: Who is John Galt?,2014,846704
Bottle Rocket,1996,560069
Tucker and Dale vs Evil,2010,5476793
The Visit,2015,98450062
Redacted,2007,782102
Soul Kitchen,2009,17872796
Sling Blade,1996,24475416
The Awakening,2011,209696
Hostel,2005,80578934
Take Shelter,2011,3099314
The Texas Chainsaw Massacre 2,1986,8025872
Pat Garrett & Billy the Kid,1973,11000000
Only God Forgives,2013,10337387
Police Academy,1984,146198896
The Blue Lagoon,1980,58853106
Four Weddings and a Funeral,1994,254700832
Fast Times at Ridgemont High,1982,27092880
Moby Dick,1956,10400000
25th Hour,2002,13060843
Bound,1996,7011317
Requiem for a Dream,2000,7390108
Moms' Night Out,2014,10429707
Donnie Darko,2001,1270522
Life During Wartime,2009,744816
Sympathy for Lady Vengeance,2005,23803308
Blackthorn,2011,623528
After.Life,2010,3606395
One Flew Over the Cuckoo's Nest,1975,108981275
Airlift,2016,32000000
The Sweeney,2012,6294161
Whale Rider,2003,41400000
Night Watch,2004,32000000
The Crying Game,1992,62548947
Porky's,1981,125728258
Night of the Living Dead,1968,30000000
Lost in Translation,2003,119723856
Annie Hall,1977,38251425
The Greatest Show on Earth,1952,36000000
Monster's Ball,2001,44909486
Maggie,2015,187112
Leaving Las Vegas,1995,49800000
The Boy Next Door,2015,52425855
Trapeze,1956,14400000
The Kids Are All Right,2010,34705850
They Live,1988,13008928
The Great Escape,1963,11744471
What the #$*! Do We (K)now!?,2004,10000000
The Last Exorcism Part II,2013,15179302
Boyhood,2014,44349000
Scoop,2006,31584901
The Wash,2001,10229331
3 Strikes,2000,9000000
The Misfits,1961,8200000
The Orphanage,2007,44000000
Topaz,1969,6000000
Let's Go to Prison,2006,4630045
Four Rooms,1995,4300000
Secretary,2002,9304609
Talk Radio,1988,3468572
You Kill Me,2007,2426851
Thumbsucker,2005,1919197
Red State,2011,1104682
Mirrormask,2005,866999
The Art of Getting By,2011,1406224
Holy Motors,2012,641100
Joe,2014,2365467
Shooting Fish,1997,302204
Prison,1988,354704
Trust,2010,120000
Adore,2013,318982
Mondays in the Sun,2002,146402
Stake Land,2010,33245
Another Happy Day,2011,355688
A Lonely Place to Die,2011,25345000
The Geographer Drank His Globe Away,2013,4037782
Hell's Angels,1930,8000000
A Man for All Seasons,1966,28350000
Network,1976,23689877
Gone with the Wind,1939,400176459
Major Dundee,1965,14873
Annie Get Your Gun,1950,8000000
Four Lions,2010,4270000
Defendor,2009,44462
The Pirate,1948,2956000
The History Boys,2006,13401952
Midnight Cowboy,1969,44785053
The Full Monty,1997,257850122
Airplane!,1980,83453539
Friday,1995,28215918
Menace II Society,1993,27900000
Creepshow 2,1987,14000000
The Ballad of Cable Hogue,1970,5000000
In Cold Blood,1967,13007551
The Nun's Story,1959,12800000
Harper,1966,12000000
Frenzy,1972,12600000
The Witch,2016,40423945
She's the One,1996,9482579
Gods and Monsters,1998,6451628
The Secret in Their Eyes,2009,33965843
Evil Dead II,1987,5923044
Troll Hunter,2010,4159678
Winter Passing,2006,113783
High Anxiety,1977,31063038
March of the Penguins,2005,127392239
Margin Call,2011,19504039
Choke,2008,3830137
Whiplash,2014,13092000
City of God,2002,30641770
Human Traffic,1999,4000000
The Hunt,2012,16800000
A Christmas Story,1983,19294144
The Opposite Sex,2014,45000
Dreaming of Joseph Lees,1999,7
The Class,2008,28814580
Rosemary's Baby,1968,33395426
The Man Who Shot Liberty Valance,1962,8000000
Adam,2009,2277396
Beginners,2010,5332926
Feast,2005,658573
Animal House,1978,141000000
Goldfinger,1964,124881062
It's a Wonderful Life,1946,9644124
Trainspotting,1996,16491080
Paranormal Activity 2,2010,177512032
Bowling for Columbine,2002,35564473
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,29999213
A Room with a View,1985,20966644
The Purge,2013,89328627
Sinister,2012,77712439
Martin Lawrence Live: Runteldat,2002,19184015
Cat on a Hot Tin Roof,1958,17570324
Beneath the Planet of the Apes,1970,18999718
Air Bud,1997,23144499
Pokémon: Spell of the Unknown,2000,68411275
Friday the 13th Part VI: Jason Lives,1986,19472057
The Bridge on the River Kwai,1957,33300000
Spaced Invaders,1990,15369573
Family Plot,1976,7900000
The Apartment,1960,25000000
Jason Goes to Hell: The Final Friday,1993,15938065
Torn Curtain,1966,13000000
Dave Chappelle's Block Party,2005,11718595
Slow West,2015,229094
Elmer Gantry,1960,10400000
Judgment at Nuremberg,1961,10000000
Trippin',1999,9016377
Red River,1948,9012000
Before Midnight,2013,11176469
Phantasm II,1988,7282851
Woman Thou Art Loosed,2004,6804016
Water,2005,10422387
East Is East,1999,28200000
Kama Sutra - A Tale of Love,1996,4109095
Willy Wonka & the Chocolate Factory,1971,4000000
Jawbreaker,1999,3076820
Basquiat,1996,3011195
Frances Ha,2013,4069826
Tsotsi,2005,9879971
Happiness,1998,2807390
Tusk,2014,1826705
Oldboy,2003,14980005
Hobo with a Shotgun,2011,748453
Fish Tank,2009,2357852
Bachelorette,2012,11947954
The Divide,2011,22000
Demonic,2015,3387000
Point Blank,1967,3200000
Central Station,1998,5596708
Pocketful of Miracles,1961,5000000
Freakonomics,2010,103735
Hustle & Flow,2005,23563727
Some Like It Hot,1959,25000000
Friday the 13th Part VII: The New Blood,1988,19170001
The Wizard of Oz,1939,33754967
Young Frankenstein,1974,86273333
Diary of the Dead,2007,5364858
The Black Stallion,1979,37799643
Donovan's Reef,1963,6600000
A Guy Named Joe,1944,5363000
Blazing Saddles,1974,119500000
Friday the 13th: The Final Chapter,1984,32980880
Ida,2013,10700000
Riding Giants,2004,3166000
Timecrimes,2007,553198
Singin' in the Rain,1952,7200000
A Haunted House,2013,60141683
2016: Obama's America,2012,33400000
That Thing You Do!,1996,34585416
Halloween III: Season of the Witch,1982,14400000
Escape from the Planet of the Apes,1971,12348905
Hud,1963,10000000
Kevin Hart: Let Me Explain,2013,32230907
Garden State,2004,26781723
Before Sunrise,1995,5535405
Robot & Frank,2012,3325038
My Life Without Me,2003,9726954
The Spectacular Now,2013,6854611
Eye of the Dolphin,2007,71904
Sleep Dealer,2008,107559
Super,2010,324138
Get on the Bus,1996,5731103
Idiocracy,2006,495303
This Is England,2006,8176544
Bathing Beauty,1944,6892000
"Dancer, Texas Pop. 81",1998,565592
Show Boat,1951,11000000
Fantasia,1940,83320000
Friday the 13th Part III,1982,36690067
Friday the 13th: A New Beginning,1985,21930418
The Valley of Decision,1945,9132000
The Best Years of Our Lives,1946,23650000
Bully,2001,480811
Mi America,2015,3330
[REC],2007,30448000
From Russia with Love,1963,78898765
Sleeper,1973,18344729
It Follows,2015,14674076
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,18016290
To Kill a Mockingbird,1962,13129846
Mad Max 2: The Road Warrior,1981,24600832
Boys Don't Cry,1999,11540607
Silent House,2011,13101672
The Lives of Others,2006,70000000
Courageous,2011,34522221
The Hustler,1961,7600000
Boom Town,1940,9172000
The Triplets of Belleville,2003,1477676
American Splendor,2003,6003587
Before Sunset,2004,15992615
Amores perros,2000,20908467
Thirteen,2003,4601043
Gentleman's Agreement,1947,7800000
Winter's Bone,2010,13831503
Touching the Void,2003,13885802
Alexander's Ragtime Band,1938,4000000
Inside Job,2010,7871522
We Are Your Friends,2015,11122090
Harsh Times,2005,5967038
Captive,2015,2801508
Full Frontal,2002,2506446
Shortbus,2006,5179037
Waltz with Bashir,2008,11125849
"The Book of Mormon Movie, Volume 1: The Journey",2003,1672730
No End in Sight,2007,1431623
The Diary of a Teenage Girl,2015,1477002
Meek's Cutoff,2010,876302
Inside Deep Throat,2005,653621
The Virginity Hit,2010,563706
Subway,1985,390659
Six-String Samurai,1998,124494
It's All Gone Pete Tong,2004,120620
Saint John of Las Vegas,2009,111731
Stonewall,2015,187674
Roadside Romeo,2008,1100000
Return of the Living Dead 3,1993,54207
Sherrybaby,2006,622806
Eden Lake,2008,3983997
Stitches,2012,95000
Bananas,1971,11833696
Buried,2010,19152480
Submarine,2011,864659
ABCD (Any Body Can Dance),2013,222000
Man on Wire,2008,2957978
The Last Exorcism,2010,67738090
A Streetcar Named Desire,1951,8000000
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,9440272
Beasts of the Southern Wild,2012,21107746
Battle for the Planet of the Apes,1973,8844595
Higher Ground,2011,841733
The Greatest Movie Ever Sold,2011,621951
Hang 'em High,1968,6800000
Run Lola Run,1998,7267585
May,2002,150277
Under the Same Moon,2008,23311391
Conquest of the Planet of the Apes,1972,9700000
I Spit on Your Grave,2010,572809
"Happy, Texas",1999,1943649
The Lunchbox,2013,4235151
You Can't Take It With You,1938,7433101
From Here to Eternity,1953,30500000
She Wore a Yellow Ribbon,1949,5400000
Foolish,1999,6033999
N-Secure,2010,2592808
The Conversation,1974,4420000
Waitress,2007,22179430
Bloodsport,1988,11806119
Mr. Smith Goes to Washington,1939,9600000
Kids,1995,7412216
The Squid and the Whale,2005,11098131
Kissing Jessica Stein,2001,10013424
Spellbound,1945,7000000
Buffalo '66,1998,2375097
Insidious,2010,97009150
Repo Man,1984,2300000
The Ballad of Jack and Rose,2005,712294
The To Do List,2013,3566225
Killing Zoe,1993,418961
The Believer,2001,416925
Snow Angels,2008,414404
Session 9,2001,373967
Mooz-lum,2011,330048
Modern Times,1936,8500000
My Name Is Bruce,2007,173066
Pontypool,2009,32000
The Lords of Salem,2012,1165882
Mutant World,2014,1500000
Snow White and the Seven Dwarfs,1937,184925486
Shalako,1968,2620000
"Lock, Stock and Two Smoking Barrels",1998,3897569
Journey from the Fall,2006,639000
The Basket,2000,619042
Eddie: The Sleepwalking Cannibal,2012,1632
Rebecca,1940,6000000
Friday the 13th Part 2,1981,21722776
The Lost Weekend,1945,11000000
C.H.U.D.,1984,3412497
Niagara,1953,8500000
How Green Was My Valley,1941,6000000
Saw,2004,103911669
Super Troopers,2001,18492362
The Trouble with Harry,1955,7000000
Home Run,2013,2861020
Reservoir Dogs,1992,14661007
"The Good, the Bad and the Ugly",1966,6000000
"Pink Ribbons, Inc.",2011,25000
The Charge of the Light Brigade,1936,2736000
Airborne,1993,2850263
Waiting...,2005,18637690
From a Whisper to a Scream,1987,1400000
The Raid,2011,4105187
Casablanca,1942,10462500
Rocky,1976,117235147
Tom Jones,1963,37600000
Unfriended,2015,62882090
Taxi Driver,1976,28262574
The Howling,1981,17985893
Dr. No,1962,59600000
Chernobyl Diaries,2012,18112929
Hellraiser,1987,14564027
God's Not Dead 2,2016,23507567
Cry_Wolf,2005,10047674
Godzilla 2000,1999,10037390
Blue Valentine,2010,16566240
Transamerica,2005,13350369
The Devil Inside,2012,101758490
Beyond the Valley of the Dolls,1970,40000000
Love Me Tender,1956,9000000
An Inconvenient Truth,2006,46243000
Sands of Iwo Jima,1949,7800000
The Green Inferno,2014,6833445
The Sessions,2012,9138338
October Baby,2011,5355847
The Skeleton Twins,2014,5284309
Martha Marcy May Marlene,2011,3538446
Obvious Child,2014,3123963
Two Girls and a Guy,1997,2057193
Who Killed the Electric Car?,2006,1678874
The Broken Hearts Club: A Romantic Comedy,2000,1744858
Brigham City,2001,852206
Fiza,2000,623791
Blue Car,2002,464000
I Origins,2014,336472
The Act of Killing,2012,444575
Taxi to the Dark Side,2007,274661
The Perfect Host,2010,14870
Alone With Her,2006,10018
Special,2006,7202
Charly,1968,814666
On the Waterfront,1954,9600000
L!fe Happens,2011,30905
"4 Months, 3 Weeks and 2 Days",2007,1185783
Hard Candy,2005,7022209
The Quiet,2005,381420
Fruitvale Station,2013,17385830
Bambi,1942,267447150
Latter Days,2003,819939
"For a Good Time, Call...",2012,1243961
Celeste & Jesse Forever,2012,3094813
Ruby in Paradise,1993,1001437
Raising Victor Vargas,2002,2816116
The Mudge Boy,2003,62852
Dead Snow,2009,1984662
American Graffiti,1973,140000000
Safety Not Guaranteed,2012,4007792
Kill List,2011,171760
The Innkeepers,2011,78396
High Noon,1952,8000000
Hoop Dreams,1994,7830611
L.I.E.,2001,1667192
Half Nelson,2006,4911725
Naturally Native,1999,10508
Top Hat,1935,3202000
The Blair Witch Project,1999,248000000
Woodstock,1970,34505110
A Hard Day's Night,1964,12299668
Fireproof,2008,33456317
Open Water,2004,54667954
Kingdom of the Spiders,1977,17000000
The Station Agent,2003,8679814
Beyond the Mat,1999,500000
Sholem Aleichem: Laughing In The Darkness,2012,845188
Mean Creek,2004,603943
Drinking Buddies,2013,343341
Seven Samurai,1954,271841
Rubber,2010,98017
Monsters,2010,4242978
Good Kill,2015,316472
Bloody Sunday,2002,773228
Conversations with Other Women,2006,973525
42nd Street,1933,2281000
Napoleon Dynamite,2004,46118097
Blue Ruin,2014,258384
Paranormal Activity,2007,193355800
Monty Python and the Holy Grail,1975,5028948
Tarnation,2003,1162014
What Happens in Vegas,2008,170000000
My Beautiful Laundrette,1985,2451545
Intolerance,1916,8394751
The Broadway Melody,1929,4358000
The Evil Dead,1981,29400000
Maniac,2012,31081
Murderball,2005,1750211
12 Angry Men,1957,1000000
My Dog Tulip,2009,246574
It Happened One Night,1934,4500000
Dogtooth,2009,110197
Tupac: Resurrection,2003,7808524
Tumbleweeds,1999,1281176
The Prophecy,1995,16
Ayurveda: Art of Being,2001,2074000
"First Love, Last Rites",1998,40542
Death Race 2000,1975,8000000
Compliance,2012,319285
Chasing Amy,1997,12021272
Lovely & Amazing,2001,4186931
Cube,1997,501818
I Married a Strange Person!,1998,203
Like Crazy,2011,3542353
The Canyons,2013,56825
The Big Parade,1925,22000000
Bronson,2008,2260712
Burn,2012,111300
The Stewardesses,1969,27000000
"The Beast from 20,000 Fathoms",1953,5000000
Mad Max,1979,100000000
Swingers,1996,4505922
A Fistful of Dollars,1964,14500000
She Done Him Wrong,1933,2200000
The Grace Card,2011,2295733
Three,2010,2611555
Children of Heaven,1997,900000
Weekend,2011,469947
Another Earth,2011,1776935
Sweet Sweetback's Baadasssss Song,1971,15200000
Tadpole,2002,2891288
Once,2007,20710513
Roger & Me,1989,6706368
Your Sister's Sister,2011,3200000
The Birth of a Nation,2016,15861566
Facing the Giants,2006,10178331
The Gallows,2015,42664410
Eraserhead,1977,7000000
Pi,1998,3221152
Super Size Me,2004,28575078
Tiny Furniture,2010,416498
The Signal,2014,600896
The Last Waltz,1978,321952
Down Terrace,2009,10000
Clerks,1994,3151130
Funny Ha Ha,2002,76901
Pink Flamingos,1972,6000000
Cure,1997,99000
Primer,2004,424760
El Mariachi,1992,2040920
